user_id,segment,total_sessions,avg_session_duration,min_session_duration,max_session_duration,std_session_duration,avg_events_per_session,avg_pages_per_session,avg_categories_diversity,avg_article_views,avg_article_clicks,avg_video_plays,avg_searches,total_newsletter_signups,total_ad_clicks,avg_engagement_score,has_newsletter,newsletter_signup_rate,brand_bild_ratio,brand_welt_ratio,brand_bi_ratio,brand_politico_ratio,brand_sport_bild_ratio,session_frequency,engagement_per_session,engagement_per_minute,content_diversity_score,brand_loyalty_score,click_through_rate,video_engagement_rate,recency_score,activity_score,days_active,days_since_last_session,active_today,active_last_7_days,active_last_30_days,subscription_enterprise,subscription_free,subscription_premium,subscription_pro,segment_casual,segment_engaged,segment_new_visitor,segment_power_user,segment_returning,segment_subscriber,device_app,device_desktop,device_mobile,device_smart_tv,device_tablet,country_AT,country_AU,country_CH,country_DE,country_EU,country_FR,country_UK,country_US,churned,converted,high_value_conversion
153,1,197,69.0,69,69,0.0,4.0,4.0,3.0,1.0,2.0,1.0,0.0,0,0,23.0,0,0.0,0.0,0.0,1.0,0.0,0.0,197.0,23.0,10.697674418604652,3.0,1.0,1.0,0.005050505050505,0.0003359086328518,0.0330870003359086,0,2976,1,1,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0
150,1,197,101.0,101,101,0.0,6.0,6.0,3.0,6.0,0.0,0.0,0.0,0,0,24.0,0,0.0,0.0,1.0,0.0,0.0,0.0,197.0,24.0,8.944099378881987,3.0,1.0,0.0,0.0,0.0003351206434316,0.033009383378016,0,2983,1,1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,0,0
146,0,197,125.0,125,125,0.0,11.0,11.0,5.0,8.0,1.0,1.0,0.0,0,197,45.0,0,0.0,0.0,0.0,1.0,0.0,0.0,197.0,45.0,14.594594594594597,5.0,1.0,0.1111111111111111,0.005050505050505,0.0003348961821835,0.032987273945077,0,2985,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0,0
143,0,197,226.0,226,226,0.0,16.0,16.0,5.0,11.0,1.0,0.0,1.0,0,0,51.0,0,0.0,0.0,0.0,0.0,1.0,0.0,197.0,51.0,10.6993006993007,5.0,1.0,0.0833333333333333,0.0,0.0003352329869259,0.0330204492122024,0,2982,1,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0
151,0,197,179.0,179,179,0.0,13.0,13.0,4.0,10.0,1.0,0.0,0.0,0,0,44.0,0,0.0,0.0,0.0,0.0,0.0,1.0,197.0,44.0,11.04602510460251,4.0,1.0,0.0909090909090909,0.0,0.0003364737550471,0.0331426648721399,0,2971,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0
152,1,197,71.0,71,71,0.0,5.0,5.0,4.0,2.0,1.0,0.0,0.0,197,197,40.0,1,1.0,1.0,0.0,0.0,0.0,0.0,197.0,40.0,18.3206106870229,4.0,1.0,0.3333333333333333,0.0,0.0003357958361316,0.0330758898589657,0,2977,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,1,1
147,1,197,0.0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,5.0,0,0.0,0.0,0.0,1.0,0.0,0.0,197.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0003360215053763,0.0330981182795699,0,2975,1,1,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0
144,0,197,214.0,214,214,0.0,13.0,13.0,5.0,7.0,0.0,1.0,1.0,0,394,42.0,0,0.0,0.0,0.0,0.0,0.0,1.0,197.0,42.0,9.197080291970805,5.0,1.0,0.0,0.005050505050505,0.0003352329869259,0.0330204492122024,0,2982,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1,0,0
155,1,197,72.0,72,72,0.0,7.0,7.0,5.0,3.0,1.0,2.0,0.0,0,197,36.0,0,0.0,0.0,0.0,1.0,0.0,0.0,197.0,36.0,16.363636363636363,5.0,1.0,0.25,0.0101010101010101,0.0003361344537815,0.0331092436974789,0,2974,1,1,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0
148,0,197,126.0,126,126,0.0,13.0,13.0,5.0,6.0,2.0,0.0,1.0,0,394,41.0,0,0.0,0.0,0.0,0.0,0.0,1.0,197.0,41.0,13.225806451612902,5.0,1.0,0.2857142857142857,0.0,0.0003340013360053,0.0328991315965263,0,2993,1,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0
160,0,196,237.0,237,237,0.0,14.0,14.0,5.0,9.0,2.0,0.0,0.0,0,0,48.0,0,0.0,1.0,0.0,0.0,0.0,0.0,196.0,48.0,9.696969696969695,5.0,1.0,0.2,0.0,0.0003387533875338,0.0331978319783197,0,2951,1,1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1,0,0
158,1,196,62.0,62,62,0.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,0,196,21.0,0,0.0,1.0,0.0,0.0,0.0,0.0,196.0,21.0,10.327868852459018,3.0,1.0,0.5,0.0050761421319796,0.0003388681802778,0.0332090816672314,0,2950,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,0,0
157,1,196,23.0,23,23,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,8.0,0,0.0,0.0,0.0,1.0,0.0,0.0,196.0,8.0,5.783132530120482,2.0,1.0,0.0,0.0,0.0003355704697986,0.0328859060402684,0,2979,1,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1,0,0
156,0,196,172.0,172,172,0.0,12.0,12.0,5.0,6.0,5.0,0.0,1.0,0,0,49.0,0,0.0,1.0,0.0,0.0,0.0,0.0,196.0,49.0,12.672413793103448,5.0,1.0,0.7142857142857143,0.0,0.000337723741979,0.0330969267139479,0,2960,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,0,0
159,0,196,227.0,227,227,0.0,17.0,17.0,4.0,9.0,3.0,0.0,1.0,0,196,52.0,0,0.0,0.0,0.0,0.0,0.0,1.0,196.0,52.0,10.871080139372822,4.0,1.0,0.3,0.0,0.0003357958361316,0.0329079919408999,0,2977,1,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1,0,0
162,0,196,257.0,257,257,0.0,25.0,25.0,5.0,13.0,5.0,1.0,3.0,196,0,101.0,1,1.0,0.0,1.0,0.0,0.0,0.0,196.0,101.0,19.11671924290221,5.0,1.0,0.3571428571428571,0.0050761421319796,0.0003388681802778,0.0332090816672314,0,2950,1,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,1,1
161,0,196,193.0,193,193,0.0,11.0,11.0,5.0,8.0,1.0,1.0,0.0,0,0,45.0,0,0.0,0.0,1.0,0.0,0.0,0.0,196.0,45.0,10.67193675889328,5.0,1.0,0.1111111111111111,0.0050761421319796,0.0003384094754653,0.0331641285956006,0,2954,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,0,0
164,0,195,267.0,267,267,0.0,17.0,17.0,5.0,12.0,3.0,0.0,1.0,0,0,60.0,0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,60.0,11.009174311926603,5.0,1.0,0.2307692307692307,0.0,0.0003399048266485,0.0331407205982324,0,2941,1,1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,0,1
167,0,195,144.0,144,144,0.0,10.0,10.0,3.0,4.0,4.0,0.0,1.0,195,0,56.0,1,1.0,1.0,0.0,0.0,0.0,0.0,195.0,56.0,16.47058823529412,3.0,1.0,0.8,0.0,0.0003384094754653,0.032994923857868,0,2954,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,1,1
168,0,195,274.0,274,274,0.0,16.0,16.0,5.0,5.0,7.0,0.0,1.0,0,0,57.0,0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,57.0,10.239520958083832,5.0,1.0,1.1666666666666667,0.0,0.0003392130257801,0.0330732700135685,0,2947,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0,0
163,1,195,123.0,123,123,0.0,8.0,8.0,4.0,2.0,4.0,1.0,1.0,0,0,37.0,0,0.0,0.0,0.0,0.0,1.0,0.0,195.0,37.0,12.131147540983608,4.0,1.0,1.3333333333333333,0.0051020408163265,0.0003396739130434,0.0331182065217391,0,2943,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1,0,0
169,1,195,62.0,62,62,0.0,7.0,7.0,4.0,3.0,3.0,1.0,0.0,0,0,35.0,0,0.0,0.0,0.0,0.0,0.0,1.0,195.0,35.0,17.213114754098363,4.0,1.0,0.75,0.0051020408163265,0.0003388681802778,0.0330396475770925,0,2950,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0
166,1,195,77.0,77,77,0.0,7.0,7.0,4.0,5.0,0.0,0.0,0.0,0,0,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,195.0,25.0,10.948905109489052,4.0,1.0,0.0,0.0,0.0003382949932341,0.0329837618403247,0,2955,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1,0,0
165,1,195,10.0,10,10,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0,0,13.0,0,0.0,1.0,0.0,0.0,0.0,0.0,195.0,13.0,11.142857142857142,2.0,1.0,0.0,0.0051020408163265,0.0003388681802778,0.0330396475770925,0,2950,1,1,1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,1,0,0
170,0,195,236.88717948717948,215,237,1.5714079081964252,12.994871794871797,12.994871794871797,5.0,7.994871794871795,3.0,0.0,0.0,195,0,67.98461538461538,1,1.0,0.0,0.0,0.0,0.0,1.0,195.0,67.98461538461538,13.73948491182008,5.0,1.0,0.3335233751425313,0.0,0.0003417634996582,0.033321941216678,0,2925,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1,1,1
175,1,194,47.0,47,47,0.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0,0,17.0,0,0.0,0.0,1.0,0.0,0.0,0.0,194.0,17.0,9.532710280373832,3.0,1.0,1.0,0.0,0.0003410641200545,0.0330832196452933,0,2931,1,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0
171,0,194,286.0,286,286,0.0,20.0,20.0,5.0,13.0,0.0,1.0,2.0,0,194,61.0,0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,61.0,10.578034682080926,5.0,1.0,0.0,0.0051282051282051,0.0003395585738539,0.032937181663837,0,2944,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,1
172,0,194,276.0,276,276,0.0,18.0,18.0,5.0,12.0,2.0,1.0,1.0,0,194,63.0,0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,63.0,11.25,5.0,1.0,0.1538461538461538,0.0051282051282051,0.0003405994550408,0.0330381471389645,0,2935,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,1
176,1,194,27.0,27,27,0.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0,0,16.0,0,0.0,1.0,0.0,0.0,0.0,0.0,194.0,16.0,11.03448275862069,3.0,1.0,0.3333333333333333,0.0,0.0003419972640218,0.0331737346101231,0,2923,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,0,0
177,1,194,120.0,120,120,0.0,10.0,10.0,4.0,5.0,2.0,1.0,0.0,0,0,39.0,0,0.0,0.0,0.0,0.0,0.0,1.0,194.0,39.0,13.0,4.0,1.0,0.3333333333333333,0.0051282051282051,0.0003436426116838,0.0333333333333333,0,2909,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,0,0
173,1,194,65.0,65,65,0.0,5.0,5.0,3.0,2.0,1.0,1.0,0.0,0,0,23.0,0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,23.0,11.04,3.0,1.0,0.3333333333333333,0.0051282051282051,0.0003403675970047,0.0330156569094622,0,2937,1,1,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0,0
174,1,194,136.0,136,136,0.0,7.0,7.0,4.0,5.0,0.0,0.0,1.0,0,0,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,194.0,25.0,7.653061224489796,4.0,1.0,0.0,0.0,0.0003414134516899,0.0331171048139296,0,2928,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,0,0
180,1,193,5.0,5,5,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0,0,13.0,0,0.0,0.0,1.0,0.0,0.0,0.0,193.0,13.0,12.0,2.0,1.0,0.0,0.0051546391752577,0.0003441156228492,0.0332071576049552,0,2905,1,1,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0
184,1,193,110.87564766839378,87,111,1.723076451053089,7.994818652849741,7.994818652849741,4.0,3.0,1.0,1.0,0.0,0,385,29.99481865284974,0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,29.99481865284974,10.532156827071772,4.0,1.0,0.25,0.0051546391752577,0.0003435245620061,0.0331501202335967,0,2910,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,0,0
183,0,193,244.0,244,244,0.0,17.0,17.0,5.0,9.0,1.0,4.0,2.0,193,0,88.0,1,1.0,0.0,0.0,1.0,0.0,0.0,193.0,88.0,17.36842105263158,5.0,1.0,0.1,0.0206185567010309,0.0003427004797806,0.0330705962988348,0,2917,1,1,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,1,1
179,0,193,260.0,260,260,0.0,19.0,19.0,5.0,10.0,5.0,2.0,2.0,0,0,74.0,0,0.0,1.0,0.0,0.0,0.0,0.0,193.0,74.0,13.875,5.0,1.0,0.4545454545454545,0.0103092783505154,0.0003421142661648,0.0330140266849127,0,2922,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1,0,1
182,1,193,27.0,27,27,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,15.0,0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,15.0,10.344827586206897,3.0,1.0,0.0,0.0,0.0003437607425232,0.0331729116534891,0,2908,1,1,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0
178,1,193,60.0,60,60,0.0,6.0,6.0,4.0,5.0,0.0,0.0,0.0,0,193,24.0,0,0.0,0.0,1.0,0.0,0.0,0.0,193.0,24.0,12.0,4.0,1.0,0.0,0.0,0.0003442340791738,0.0332185886402753,0,2904,1,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0
181,1,193,27.0,27,27,0.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0,193,15.0,0,0.0,0.0,0.0,0.0,0.0,1.0,193.0,15.0,10.344827586206897,3.0,1.0,0.5,0.0,0.0003422313483915,0.0330253251197809,0,2921,1,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0,0
191,1,192,82.0,82,82,0.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0,0,23.0,0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,23.0,9.71830985915493,4.0,1.0,0.0,0.0,0.0003456619426201,0.0331835464915312,0,2892,1,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0
187,0,192,251.0,251,251,0.0,16.0,16.0,5.0,9.0,2.0,2.0,0.0,0,192,60.0,0,0.0,0.0,1.0,0.0,0.0,0.0,192.0,60.0,11.57556270096463,5.0,1.0,0.2,0.0103626943005181,0.0003441156228492,0.0330350997935306,0,2905,1,1,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,0,1
188,1,192,73.0,73,73,0.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,0,0,23.0,0,0.0,0.0,0.0,0.0,1.0,0.0,192.0,23.0,10.37593984962406,4.0,1.0,0.5,0.005181347150259,0.0003445899379738,0.0330806340454858,0,2901,1,1,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0
192,1,192,91.0,91,91,0.0,6.0,6.0,3.0,5.0,0.0,1.0,0.0,0,0,27.0,0,0.0,0.0,0.0,0.0,1.0,0.0,192.0,27.0,10.728476821192054,3.0,1.0,0.0,0.005181347150259,0.0003467406380027,0.0332871012482662,0,2883,1,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1,0,0
185,0,192,222.0,222,222,0.0,12.0,12.0,5.0,6.0,3.0,1.0,0.0,192,0,68.0,1,1.0,0.0,1.0,0.0,0.0,0.0,192.0,68.0,14.468085106382976,5.0,1.0,0.4285714285714285,0.005181347150259,0.0003449465332873,0.0331148671955846,0,2898,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1,1,1
189,1,192,109.0,109,109,0.0,8.0,8.0,3.0,7.0,0.0,0.0,1.0,0,0,28.0,0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,28.0,9.940828402366863,3.0,1.0,0.0,0.0,0.0003462603878116,0.0332409972299169,0,2887,1,1,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,1,0,0
190,1,192,51.0,51,51,0.0,6.0,6.0,3.0,4.0,1.0,0.0,0.0,0,192,23.0,0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,23.0,12.432432432432432,3.0,1.0,0.2,0.0,0.0003466204506065,0.0332755632582322,0,2884,1,1,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0
186,1,192,98.0,98,98,0.0,6.0,6.0,4.0,4.0,1.0,0.0,1.0,0,0,25.0,0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,25.0,9.49367088607595,4.0,1.0,0.2,0.0,0.0003453038674033,0.0331491712707182,0,2895,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,0,0
197,0,191,280.0,280,280,0.0,22.0,22.0,5.0,10.0,5.0,0.0,2.0,191,573,87.0,1,1.0,0.0,0.0,0.0,0.0,1.0,191.0,87.0,15.352941176470589,5.0,1.0,0.4545454545454545,0.0,0.0003477051460361,0.0332058414464534,0,2875,1,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1,1,1
193,1,191,31.0,31,31,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0,0,20.0,0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,20.0,13.186813186813188,4.0,1.0,0.0,0.0,0.0003460207612456,0.0330449826989619,0,2889,1,1,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0
194,1,191,0.0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,5.0,0,0.0,0.0,1.0,0.0,0.0,0.0,191.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0003467406380027,0.0331137309292649,0,2883,1,1,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,0,0
201,0,191,255.0,255,255,0.0,14.0,14.0,5.0,10.0,1.0,0.0,1.0,0,191,47.0,0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,47.0,8.952380952380953,5.0,1.0,0.0909090909090909,0.0,0.0003492839678658,0.033356618931191,0,2862,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,0,0
198,1,191,103.0,103,103,0.0,7.0,7.0,4.0,5.0,2.0,0.0,0.0,0,0,31.0,0,0.0,1.0,0.0,0.0,0.0,0.0,191.0,31.0,11.411042944785276,4.0,1.0,0.3333333333333333,0.0,0.0003486750348675,0.0332984658298465,0,2867,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1,0,0
195,1,191,145.0,145,145,0.0,8.0,8.0,5.0,6.0,1.0,0.0,0.0,0,0,33.0,0,0.0,0.0,0.0,0.0,0.0,1.0,191.0,33.0,9.658536585365852,5.0,1.0,0.1428571428571428,0.0,0.0003478260869565,0.0332173913043478,0,2874,1,1,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,0,0
199,1,191,2.0,2,2,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,8.0,0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,8.0,7.741935483870967,2.0,1.0,0.0,0.0,0.000349528137015,0.0333799370849353,0,2860,1,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0
200,0,191,109.0,109,109,0.0,10.0,10.0,5.0,7.0,1.0,0.0,0.0,0,191,37.0,0,0.0,0.0,1.0,0.0,0.0,0.0,191.0,37.0,13.136094674556212,5.0,1.0,0.125,0.0,0.0003498950314905,0.0334149755073477,0,2857,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,0,0
196,0,191,221.0,221,221,0.0,13.0,13.0,5.0,6.0,4.0,0.0,0.0,191,191,67.0,1,1.0,0.0,0.0,0.0,0.0,1.0,191.0,67.0,14.306049822064056,5.0,1.0,0.5714285714285714,0.0,0.0003479471120389,0.0332289491997216,0,2873,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,1,1
