user_id,total_sessions,avg_session_duration,min_session_duration,max_session_duration,std_session_duration,avg_events_per_session,avg_pages_per_session,avg_categories_diversity,avg_article_views,avg_article_clicks,avg_video_plays,avg_searches,total_newsletter_signups,total_ad_clicks,avg_engagement_score,has_newsletter,newsletter_signup_rate,brand_bild_ratio,brand_welt_ratio,brand_bi_ratio,brand_politico_ratio,brand_sport_bild_ratio,session_frequency,engagement_per_session,engagement_per_minute,content_diversity_score,brand_loyalty_score,click_through_rate,video_engagement_rate,recency_score,activity_score,days_active,days_since_last_session,active_today,active_last_7_days,active_last_30_days,subscription_enterprise,subscription_free,subscription_premium,subscription_pro,segment_casual,segment_engaged,segment_new_visitor,segment_power_user,segment_returning,segment_subscriber,device_app,device_desktop,device_mobile,device_smart_tv,device_tablet,country_AT,country_AU,country_CH,country_DE,country_EU,country_FR,country_UK,country_US,churned,converted,high_value_conversion
157,196,23.0,23,23,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,8.0,0,0.0,0.0,0.0,1.0,0.0,0.0,196.0,8.0,5.783132530120482,2.0,1.0,0.0,0.0,0.0003355704697986577,0.032885906040268455,0,2979,1,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1,0,0
156,196,172.0,172,172,0.0,12.0,12.0,5.0,6.0,5.0,0.0,1.0,0,0,49.0,0,0.0,1.0,0.0,0.0,0.0,0.0,196.0,49.0,12.672413793103448,5.0,1.0,0.7142857142857143,0.0,0.00033772374197906115,0.03309692671394799,0,2960,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,0,0
159,196,227.0,227,227,0.0,17.0,17.0,4.0,9.0,3.0,0.0,1.0,0,196,52.0,0,0.0,0.0,0.0,0.0,0.0,1.0,196.0,52.0,10.871080139372822,4.0,1.0,0.3,0.0,0.000335795836131632,0.03290799194089993,0,2977,1,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1,0,0
162,196,257.0,257,257,0.0,25.0,25.0,5.0,13.0,5.0,1.0,3.0,196,0,101.0,1,1.0,0.0,1.0,0.0,0.0,0.0,196.0,101.0,19.11671924290221,5.0,1.0,0.35714285714285715,0.005076142131979695,0.00033886818027787193,0.03320908166723145,0,2950,1,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,1,1
161,196,193.0,193,193,0.0,11.0,11.0,5.0,8.0,1.0,1.0,0.0,0,0,45.0,0,0.0,0.0,1.0,0.0,0.0,0.0,196.0,45.0,10.671936758893281,5.0,1.0,0.1111111111111111,0.005076142131979695,0.00033840947546531303,0.033164128595600674,0,2954,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,0,0
164,195,267.0,267,267,0.0,17.0,17.0,5.0,12.0,3.0,0.0,1.0,0,0,60.0,0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,60.0,11.009174311926605,5.0,1.0,0.23076923076923078,0.0,0.0003399048266485384,0.03314072059823249,0,2941,1,1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,0,1
167,195,144.0,144,144,0.0,10.0,10.0,3.0,4.0,4.0,0.0,1.0,195,0,56.0,1,1.0,1.0,0.0,0.0,0.0,0.0,195.0,56.0,16.47058823529412,3.0,1.0,0.8,0.0,0.00033840947546531303,0.03299492385786802,0,2954,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,1,1
168,195,274.0,274,274,0.0,16.0,16.0,5.0,5.0,7.0,0.0,1.0,0,0,57.0,0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,57.0,10.239520958083833,5.0,1.0,1.1666666666666667,0.0,0.00033921302578018993,0.033073270013568516,0,2947,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0,0
163,195,123.0,123,123,0.0,8.0,8.0,4.0,2.0,4.0,1.0,1.0,0,0,37.0,0,0.0,0.0,0.0,0.0,1.0,0.0,195.0,37.0,12.131147540983607,4.0,1.0,1.3333333333333333,0.00510204081632653,0.00033967391304347825,0.03311820652173913,0,2943,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1,0,0
169,195,62.0,62,62,0.0,7.0,7.0,4.0,3.0,3.0,1.0,0.0,0,0,35.0,0,0.0,0.0,0.0,0.0,0.0,1.0,195.0,35.0,17.213114754098363,4.0,1.0,0.75,0.00510204081632653,0.00033886818027787193,0.03303964757709251,0,2950,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0
166,195,77.0,77,77,0.0,7.0,7.0,4.0,5.0,0.0,0.0,0.0,0,0,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,195.0,25.0,10.948905109489052,4.0,1.0,0.0,0.0,0.00033829499323410016,0.03298376184032477,0,2955,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1,0,0
165,195,10.0,10,10,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0,0,13.0,0,0.0,1.0,0.0,0.0,0.0,0.0,195.0,13.0,11.142857142857142,2.0,1.0,0.0,0.00510204081632653,0.00033886818027787193,0.03303964757709251,0,2950,1,1,1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,1,0,0
170,195,236.88717948717948,215,237,1.5714079081964252,12.994871794871795,12.994871794871795,5.0,7.994871794871795,3.0,0.0,0.0,195,0,67.98461538461538,1,1.0,0.0,0.0,0.0,0.0,1.0,195.0,67.98461538461538,13.73948491182008,5.0,1.0,0.33352337514253133,0.0,0.0003417634996582365,0.03332194121667806,0,2925,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1,1,1
175,194,47.0,47,47,0.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0,0,17.0,0,0.0,0.0,1.0,0.0,0.0,0.0,194.0,17.0,9.532710280373832,3.0,1.0,1.0,0.0,0.00034106412005457026,0.033083219645293316,0,2931,1,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0
171,194,286.0,286,286,0.0,20.0,20.0,5.0,13.0,0.0,1.0,2.0,0,194,61.0,0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,61.0,10.578034682080926,5.0,1.0,0.0,0.005128205128205128,0.00033955857385398983,0.032937181663837016,0,2944,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,1
172,194,276.0,276,276,0.0,18.0,18.0,5.0,12.0,2.0,1.0,1.0,0,194,63.0,0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,63.0,11.25,5.0,1.0,0.15384615384615385,0.005128205128205128,0.0003405994550408719,0.03303814713896458,0,2935,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,1
176,194,27.0,27,27,0.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0,0,16.0,0,0.0,1.0,0.0,0.0,0.0,0.0,194.0,16.0,11.03448275862069,3.0,1.0,0.3333333333333333,0.0,0.0003419972640218878,0.033173734610123115,0,2923,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,0,0
177,194,120.0,120,120,0.0,10.0,10.0,4.0,5.0,2.0,1.0,0.0,0,0,39.0,0,0.0,0.0,0.0,0.0,0.0,1.0,194.0,39.0,13.0,4.0,1.0,0.3333333333333333,0.005128205128205128,0.0003436426116838488,0.03333333333333333,0,2909,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,0,0
173,194,65.0,65,65,0.0,5.0,5.0,3.0,2.0,1.0,1.0,0.0,0,0,23.0,0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,23.0,11.040000000000001,3.0,1.0,0.3333333333333333,0.005128205128205128,0.0003403675970047651,0.03301565690946222,0,2937,1,1,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0,0
174,194,136.0,136,136,0.0,7.0,7.0,4.0,5.0,0.0,0.0,1.0,0,0,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,194.0,25.0,7.653061224489796,4.0,1.0,0.0,0.0,0.0003414134516899966,0.03311710481392967,0,2928,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,0,0
180,193,5.0,5,5,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0,0,13.0,0,0.0,0.0,1.0,0.0,0.0,0.0,193.0,13.0,12.0,2.0,1.0,0.0,0.005154639175257732,0.00034411562284927734,0.03320715760495526,0,2905,1,1,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0
184,193,110.87564766839378,87,111,1.723076451053089,7.994818652849741,7.994818652849741,4.0,3.0,1.0,1.0,0.0,0,385,29.99481865284974,0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,29.99481865284974,10.532156827071773,4.0,1.0,0.25,0.005154639175257732,0.00034352456200618345,0.0331501202335967,0,2910,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,0,0
183,193,244.0,244,244,0.0,17.0,17.0,5.0,9.0,1.0,4.0,2.0,193,0,88.0,1,1.0,0.0,0.0,1.0,0.0,0.0,193.0,88.0,17.36842105263158,5.0,1.0,0.1,0.020618556701030927,0.0003427004797806717,0.03307059629883482,0,2917,1,1,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,1,1
179,193,260.0,260,260,0.0,19.0,19.0,5.0,10.0,5.0,2.0,2.0,0,0,74.0,0,0.0,1.0,0.0,0.0,0.0,0.0,193.0,74.0,13.875,5.0,1.0,0.45454545454545453,0.010309278350515464,0.00034211426616489907,0.03301402668491276,0,2922,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1,0,1
182,193,27.0,27,27,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,15.0,0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,15.0,10.344827586206897,3.0,1.0,0.0,0.0,0.00034376074252320387,0.03317291165348917,0,2908,1,1,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0
178,193,60.0,60,60,0.0,6.0,6.0,4.0,5.0,0.0,0.0,0.0,0,193,24.0,0,0.0,0.0,1.0,0.0,0.0,0.0,193.0,24.0,12.0,4.0,1.0,0.0,0.0,0.00034423407917383823,0.03321858864027539,0,2904,1,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0
181,193,27.0,27,27,0.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0,193,15.0,0,0.0,0.0,0.0,0.0,0.0,1.0,193.0,15.0,10.344827586206897,3.0,1.0,0.5,0.0,0.00034223134839151266,0.03302532511978097,0,2921,1,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0,0
191,192,82.0,82,82,0.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0,0,23.0,0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,23.0,9.71830985915493,4.0,1.0,0.0,0.0,0.0003456619426201175,0.03318354649153128,0,2892,1,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0
187,192,251.0,251,251,0.0,16.0,16.0,5.0,9.0,2.0,2.0,0.0,0,192,60.0,0,0.0,0.0,1.0,0.0,0.0,0.0,192.0,60.0,11.57556270096463,5.0,1.0,0.2,0.010362694300518135,0.00034411562284927734,0.03303509979353063,0,2905,1,1,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,0,1
188,192,73.0,73,73,0.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,0,0,23.0,0,0.0,0.0,0.0,0.0,1.0,0.0,192.0,23.0,10.375939849624059,4.0,1.0,0.5,0.0051813471502590676,0.00034458993797381116,0.03308063404548587,0,2901,1,1,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0
192,192,91.0,91,91,0.0,6.0,6.0,3.0,5.0,0.0,1.0,0.0,0,0,27.0,0,0.0,0.0,0.0,0.0,1.0,0.0,192.0,27.0,10.728476821192054,3.0,1.0,0.0,0.0051813471502590676,0.00034674063800277393,0.033287101248266296,0,2883,1,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1,0,0
185,192,222.0,222,222,0.0,12.0,12.0,5.0,6.0,3.0,1.0,0.0,192,0,68.0,1,1.0,0.0,1.0,0.0,0.0,0.0,192.0,68.0,14.468085106382977,5.0,1.0,0.42857142857142855,0.0051813471502590676,0.00034494653328734045,0.03311486719558468,0,2898,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1,1,1
189,192,109.0,109,109,0.0,8.0,8.0,3.0,7.0,0.0,0.0,1.0,0,0,28.0,0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,28.0,9.940828402366865,3.0,1.0,0.0,0.0,0.00034626038781163435,0.0332409972299169,0,2887,1,1,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,1,0,0
190,192,51.0,51,51,0.0,6.0,6.0,3.0,4.0,1.0,0.0,0.0,0,192,23.0,0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,23.0,12.432432432432432,3.0,1.0,0.2,0.0,0.0003466204506065858,0.033275563258232235,0,2884,1,1,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0
186,192,98.0,98,98,0.0,6.0,6.0,4.0,4.0,1.0,0.0,1.0,0,0,25.0,0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,25.0,9.49367088607595,4.0,1.0,0.2,0.0,0.0003453038674033149,0.03314917127071823,0,2895,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,0,0
197,191,280.0,280,280,0.0,22.0,22.0,5.0,10.0,5.0,0.0,2.0,191,573,87.0,1,1.0,0.0,0.0,0.0,0.0,1.0,191.0,87.0,15.352941176470587,5.0,1.0,0.45454545454545453,0.0,0.0003477051460361613,0.03320584144645341,0,2875,1,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1,1,1
193,191,31.0,31,31,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0,0,20.0,0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,20.0,13.186813186813188,4.0,1.0,0.0,0.0,0.00034602076124567473,0.03304498269896194,0,2889,1,1,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0
194,191,0.0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,5.0,0,0.0,0.0,1.0,0.0,0.0,0.0,191.0,5.0,5.0,1.0,1.0,0.0,0.0,0.00034674063800277393,0.03311373092926491,0,2883,1,1,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,0,0
201,191,255.0,255,255,0.0,14.0,14.0,5.0,10.0,1.0,0.0,1.0,0,191,47.0,0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,47.0,8.952380952380953,5.0,1.0,0.09090909090909091,0.0,0.00034928396786587494,0.03335661893119106,0,2862,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,0,0
198,191,103.0,103,103,0.0,7.0,7.0,4.0,5.0,2.0,0.0,0.0,0,0,31.0,0,0.0,1.0,0.0,0.0,0.0,0.0,191.0,31.0,11.411042944785276,4.0,1.0,0.3333333333333333,0.0,0.0003486750348675035,0.03329846582984658,0,2867,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1,0,0
195,191,145.0,145,145,0.0,8.0,8.0,5.0,6.0,1.0,0.0,0.0,0,0,33.0,0,0.0,0.0,0.0,0.0,0.0,1.0,191.0,33.0,9.658536585365853,5.0,1.0,0.14285714285714285,0.0,0.00034782608695652176,0.03321739130434783,0,2874,1,1,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,0,0
199,191,2.0,2,2,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,8.0,0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,8.0,7.741935483870967,2.0,1.0,0.0,0.0,0.0003495281370150297,0.033379937084935335,0,2860,1,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0
200,191,109.0,109,109,0.0,10.0,10.0,5.0,7.0,1.0,0.0,0.0,0,191,37.0,0,0.0,0.0,1.0,0.0,0.0,0.0,191.0,37.0,13.136094674556213,5.0,1.0,0.125,0.0,0.0003498950314905528,0.033414975507347795,0,2857,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,0,0
196,191,221.0,221,221,0.0,13.0,13.0,5.0,6.0,4.0,0.0,0.0,191,191,67.0,1,1.0,0.0,0.0,0.0,0.0,1.0,191.0,67.0,14.306049822064056,5.0,1.0,0.5714285714285714,0.0,0.0003479471120389701,0.03322894919972164,0,2873,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,1,1
