user_id,total_sessions,avg_session_duration,avg_events_per_session,avg_article_views,avg_article_clicks,avg_video_plays,avg_newsletter_signups,avg_pages_per_session,avg_categories_diversity,has_newsletter,current_subscription_tier,primary_country,primary_device,preferred_brand,first_session,last_session,days_active
152,197,71.0,5.0,2.0,1.0,0.0,1.0,5.0,4.0,1,enterprise,AT,mobile,bild,2025-11-05 21:39:42,2025-11-05 21:39:42,0
147,197,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,free,DE,app,business_insider,2025-11-05 21:39:44,2025-11-05 21:39:44,0
144,197,214.0,13.0,7.0,0.0,1.0,0.0,13.0,5.0,0,free,AT,tablet,sport_bild,2025-11-05 21:39:37,2025-11-05 21:39:37,0
155,197,72.0,7.0,3.0,1.0,2.0,0.0,7.0,5.0,0,premium,UK,app,business_insider,2025-11-05 21:39:45,2025-11-05 21:39:45,0
148,197,126.0,13.0,6.0,2.0,0.0,0.0,13.0,5.0,0,free,AT,desktop,sport_bild,2025-11-05 21:39:26,2025-11-05 21:39:26,0
160,196,237.0,14.0,9.0,2.0,0.0,0.0,14.0,5.0,0,pro,AT,smart_tv,bild,2025-11-05 21:40:08,2025-11-05 21:40:08,0
158,196,62.0,5.0,1.0,1.0,1.0,0.0,5.0,3.0,0,enterprise,CH,tablet,bild,2025-11-05 21:40:09,2025-11-05 21:40:09,0
157,196,23.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0,pro,DE,tablet,business_insider,2025-11-05 21:39:40,2025-11-05 21:39:40,0
156,196,172.0,12.0,6.0,5.0,0.0,0.0,12.0,5.0,0,free,DE,mobile,bild,2025-11-05 21:39:59,2025-11-05 21:39:59,0
159,196,227.0,17.0,9.0,3.0,0.0,0.0,17.0,4.0,0,premium,AT,tablet,sport_bild,2025-11-05 21:39:42,2025-11-05 21:39:42,0
162,196,257.0,25.0,13.0,5.0,1.0,1.0,25.0,5.0,1,free,DE,desktop,welt,2025-11-05 21:40:09,2025-11-05 21:40:09,0
161,196,193.0,11.0,8.0,1.0,1.0,0.0,11.0,5.0,0,enterprise,DE,mobile,welt,2025-11-05 21:40:05,2025-11-05 21:40:05,0
164,195,267.0,17.0,12.0,3.0,0.0,0.0,17.0,5.0,0,pro,FR,smart_tv,business_insider,2025-11-05 21:40:18,2025-11-05 21:40:18,0
167,195,144.0,10.0,4.0,4.0,0.0,1.0,10.0,3.0,1,enterprise,DE,smart_tv,bild,2025-11-05 21:40:05,2025-11-05 21:40:05,0
168,195,274.0,16.0,5.0,7.0,0.0,0.0,16.0,5.0,0,free,UK,smart_tv,business_insider,2025-11-05 21:40:12,2025-11-05 21:40:12,0
163,195,123.0,8.0,2.0,4.0,1.0,0.0,8.0,4.0,0,enterprise,EU,smart_tv,politico,2025-11-05 21:40:16,2025-11-05 21:40:16,0
169,195,62.0,7.0,3.0,3.0,1.0,0.0,7.0,4.0,0,free,EU,tablet,sport_bild,2025-11-05 21:40:09,2025-11-05 21:40:09,0
166,195,77.0,7.0,5.0,0.0,0.0,0.0,7.0,4.0,0,free,DE,tablet,sport_bild,2025-11-05 21:40:04,2025-11-05 21:40:04,0
165,195,10.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0,pro,AT,app,bild,2025-11-05 21:40:09,2025-11-05 21:40:09,0
170,195,236.88717948717948,12.994871794871795,7.994871794871795,3.0,0.0,1.0,12.994871794871795,5.0,1,enterprise,CH,smart_tv,sport_bild,2025-11-05 21:40:34,2025-11-05 21:40:34,0
175,194,47.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,0,premium,AT,desktop,welt,2025-11-05 21:40:28,2025-11-05 21:40:28,0
171,194,286.0,20.0,13.0,0.0,1.0,0.0,20.0,5.0,0,enterprise,EU,mobile,politico,2025-11-05 21:40:15,2025-11-05 21:40:15,0
172,194,276.0,18.0,12.0,2.0,1.0,0.0,18.0,5.0,0,enterprise,EU,tablet,politico,2025-11-05 21:40:24,2025-11-05 21:40:24,0
176,194,27.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,0,premium,DE,mobile,bild,2025-11-05 21:40:36,2025-11-05 21:40:36,0
177,194,120.0,10.0,5.0,2.0,1.0,0.0,10.0,4.0,0,free,AT,mobile,sport_bild,2025-11-05 21:40:50,2025-11-05 21:40:50,0
173,194,65.0,5.0,2.0,1.0,1.0,0.0,5.0,3.0,0,premium,US,mobile,politico,2025-11-05 21:40:22,2025-11-05 21:40:22,0
174,194,136.0,7.0,5.0,0.0,0.0,0.0,7.0,4.0,0,enterprise,CH,mobile,sport_bild,2025-11-05 21:40:31,2025-11-05 21:40:31,0
180,193,5.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0,pro,US,desktop,welt,2025-11-05 21:40:54,2025-11-05 21:40:54,0
184,193,110.87564766839378,7.994818652849741,3.0,1.0,1.0,0.0,7.994818652849741,4.0,0,free,AU,mobile,business_insider,2025-11-05 21:40:49,2025-11-05 21:40:49,0
183,193,244.0,17.0,9.0,1.0,4.0,1.0,17.0,5.0,1,free,DE,desktop,business_insider,2025-11-05 21:40:42,2025-11-05 21:40:42,0
179,193,260.0,19.0,10.0,5.0,2.0,0.0,19.0,5.0,0,enterprise,AT,tablet,bild,2025-11-05 21:40:37,2025-11-05 21:40:37,0
182,193,27.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0,pro,DE,app,business_insider,2025-11-05 21:40:51,2025-11-05 21:40:51,0
178,193,60.0,6.0,5.0,0.0,0.0,0.0,6.0,4.0,0,premium,CH,app,welt,2025-11-05 21:40:55,2025-11-05 21:40:55,0
181,193,27.0,4.0,1.0,1.0,0.0,0.0,4.0,3.0,0,free,DE,desktop,sport_bild,2025-11-05 21:40:38,2025-11-05 21:40:38,0
191,192,82.0,5.0,5.0,0.0,0.0,0.0,5.0,4.0,0,premium,DE,app,bild,2025-11-05 21:41:07,2025-11-05 21:41:07,0
187,192,251.0,16.0,9.0,2.0,2.0,0.0,16.0,5.0,0,free,AT,app,welt,2025-11-05 21:40:54,2025-11-05 21:40:54,0
188,192,73.0,5.0,1.0,1.0,1.0,0.0,5.0,4.0,0,pro,EU,app,politico,2025-11-05 21:40:58,2025-11-05 21:40:58,0
192,192,91.0,6.0,5.0,0.0,1.0,0.0,6.0,3.0,0,pro,US,tablet,politico,2025-11-05 21:41:16,2025-11-05 21:41:16,0
185,192,222.0,12.0,6.0,3.0,1.0,1.0,12.0,5.0,1,premium,AT,tablet,welt,2025-11-05 21:41:01,2025-11-05 21:41:01,0
189,192,109.0,8.0,7.0,0.0,0.0,0.0,8.0,3.0,0,pro,AT,mobile,bild,2025-11-05 21:41:12,2025-11-05 21:41:12,0
190,192,51.0,6.0,4.0,1.0,0.0,0.0,6.0,3.0,0,free,DE,app,bild,2025-11-05 21:41:15,2025-11-05 21:41:15,0
186,192,98.0,6.0,4.0,1.0,0.0,0.0,6.0,4.0,0,enterprise,CH,mobile,bild,2025-11-05 21:41:04,2025-11-05 21:41:04,0
197,191,280.0,22.0,10.0,5.0,0.0,1.0,22.0,5.0,1,premium,AT,desktop,sport_bild,2025-11-05 21:41:24,2025-11-05 21:41:24,0
193,191,31.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0,free,EU,app,politico,2025-11-05 21:41:10,2025-11-05 21:41:10,0
194,191,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,pro,AT,mobile,welt,2025-11-05 21:41:16,2025-11-05 21:41:16,0
201,191,255.0,14.0,10.0,1.0,0.0,0.0,14.0,5.0,0,enterprise,US,smart_tv,politico,2025-11-05 21:41:37,2025-11-05 21:41:37,0
198,191,103.0,7.0,5.0,2.0,0.0,0.0,7.0,4.0,0,enterprise,CH,mobile,bild,2025-11-05 21:41:32,2025-11-05 21:41:32,0
195,191,145.0,8.0,6.0,1.0,0.0,0.0,8.0,5.0,0,premium,AT,app,sport_bild,2025-11-05 21:41:25,2025-11-05 21:41:25,0
199,191,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0,enterprise,US,desktop,politico,2025-11-05 21:41:39,2025-11-05 21:41:39,0
200,191,109.0,10.0,7.0,1.0,0.0,0.0,10.0,5.0,0,enterprise,CH,tablet,welt,2025-11-05 21:41:42,2025-11-05 21:41:42,0
196,191,221.0,13.0,6.0,4.0,0.0,1.0,13.0,5.0,1,free,CH,tablet,sport_bild,2025-11-05 21:41:26,2025-11-05 21:41:26,0
202,190,69.0,5.0,5.0,0.0,0.0,0.0,5.0,3.0,0,enterprise,FR,tablet,business_insider,2025-11-05 21:41:49,2025-11-05 21:41:49,0
206,190,271.0,21.0,11.0,2.0,2.0,0.0,21.0,5.0,0,premium,EU,mobile,politico,2025-11-05 21:41:31,2025-11-05 21:41:31,0
205,190,200.0,14.0,8.0,2.0,0.0,0.0,14.0,5.0,0,premium,CH,tablet,bild,2025-11-05 21:41:50,2025-11-05 21:41:50,0
209,190,229.0,14.0,11.0,1.0,1.0,0.0,14.0,5.0,0,premium,UK,smart_tv,business_insider,2025-11-05 21:42:04,2025-11-05 21:42:04,0
210,190,125.38421052631578,13.936842105263159,8.957894736842105,2.9894736842105263,0.0,0.0,13.936842105263159,4.984210526315789,0,pro,DE,smart_tv,welt,2025-11-05 21:41:42,2025-11-05 21:41:42,0
208,190,88.0,6.0,5.0,1.0,0.0,0.0,6.0,3.0,0,enterprise,DE,mobile,business_insider,2025-11-05 21:42:04,2025-11-05 21:42:04,0
204,190,40.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0,enterprise,UK,app,business_insider,2025-11-05 21:41:34,2025-11-05 21:41:34,0
203,190,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,pro,US,tablet,politico,2025-11-05 21:41:48,2025-11-05 21:41:48,0
207,190,109.0,8.0,4.0,2.0,0.0,1.0,8.0,4.0,1,free,FR,smart_tv,business_insider,2025-11-05 21:41:52,2025-11-05 21:41:52,0
218,189,289.0,19.0,9.0,6.0,1.0,0.0,19.0,5.0,0,pro,DE,desktop,bild,2025-11-05 21:42:11,2025-11-05 21:42:11,0
213,189,33.0,5.0,1.0,0.0,0.0,0.0,5.0,4.0,0,free,DE,tablet,business_insider,2025-11-05 21:41:48,2025-11-05 21:41:48,0
214,189,274.0,19.0,12.0,0.0,0.0,1.0,19.0,5.0,1,pro,EU,smart_tv,politico,2025-11-05 21:42:14,2025-11-05 21:42:14,0
217,189,67.0,7.0,3.0,1.0,0.0,1.0,7.0,4.0,1,premium,CH,tablet,sport_bild,2025-11-05 21:42:16,2025-11-05 21:42:16,0
211,189,46.0,4.0,0.0,2.0,0.0,0.0,4.0,3.0,0,pro,EU,app,politico,2025-11-05 21:42:02,2025-11-05 21:42:02,0
216,189,143.0,8.0,5.0,1.0,1.0,0.0,8.0,4.0,0,enterprise,CH,smart_tv,sport_bild,2025-11-05 21:42:10,2025-11-05 21:42:10,0
215,189,7.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,0,free,CH,mobile,bild,2025-11-05 21:42:02,2025-11-05 21:42:02,0
212,189,27.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0,premium,CH,tablet,welt,2025-11-05 21:42:04,2025-11-05 21:42:04,0
219,189,120.0,11.0,8.0,0.0,1.0,0.0,11.0,4.0,0,premium,DE,mobile,sport_bild,2025-11-05 21:42:27,2025-11-05 21:42:27,0
224,188,71.0,5.0,3.0,2.0,0.0,0.0,5.0,3.0,0,pro,DE,app,bild,2025-11-05 21:42:29,2025-11-05 21:42:29,0
227,188,117.0,12.0,9.0,3.0,0.0,0.0,12.0,3.0,0,enterprise,DE,app,bild,2025-11-05 21:42:51,2025-11-05 21:42:51,0
222,188,298.0,19.0,13.0,3.0,0.0,1.0,19.0,5.0,1,pro,AT,tablet,bild,2025-11-05 21:42:19,2025-11-05 21:42:19,0
221,188,93.0,7.0,4.0,1.0,0.0,0.0,7.0,5.0,0,enterprise,AU,smart_tv,business_insider,2025-11-05 21:42:34,2025-11-05 21:42:34,0
220,188,78.0,7.0,4.0,1.0,1.0,0.0,7.0,5.0,0,premium,US,app,politico,2025-11-05 21:42:21,2025-11-05 21:42:21,0
223,188,276.0,17.0,9.0,0.0,2.0,1.0,17.0,5.0,1,free,FR,smart_tv,business_insider,2025-11-05 21:42:24,2025-11-05 21:42:24,0
226,188,302.0,23.0,14.0,2.0,1.0,1.0,23.0,5.0,1,free,DE,desktop,sport_bild,2025-11-05 21:42:20,2025-11-05 21:42:20,0
225,188,154.0,10.0,7.0,1.0,0.0,0.0,10.0,5.0,0,premium,AT,smart_tv,sport_bild,2025-11-05 21:42:27,2025-11-05 21:42:27,0
228,187,218.0,17.0,11.0,1.0,1.0,0.0,17.0,5.0,0,pro,US,mobile,welt,2025-11-05 21:42:25,2025-11-05 21:42:25,0
235,187,87.0,9.0,6.0,2.0,0.0,0.0,9.0,5.0,0,free,FR,desktop,business_insider,2025-11-05 21:42:51,2025-11-05 21:42:51,0
236,187,59.0,5.0,4.0,1.0,0.0,0.0,5.0,4.0,0,premium,EU,mobile,sport_bild,2025-11-05 21:43:11,2025-11-05 21:43:11,0
232,187,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,pro,AT,desktop,bild,2025-11-05 21:42:58,2025-11-05 21:42:58,0
231,187,202.0,12.0,7.0,1.0,2.0,0.0,12.0,5.0,0,free,CH,desktop,bild,2025-11-05 21:42:33,2025-11-05 21:42:33,0
230,187,157.0,11.0,6.0,1.0,0.0,1.0,11.0,4.0,1,premium,AT,app,welt,2025-11-05 21:42:42,2025-11-05 21:42:42,0
233,187,139.0,8.0,4.0,1.0,0.0,1.0,8.0,4.0,1,pro,US,desktop,welt,2025-11-05 21:42:50,2025-11-05 21:42:50,0
234,187,29.0,5.0,3.0,1.0,0.0,0.0,5.0,4.0,0,free,FR,tablet,business_insider,2025-11-05 21:42:47,2025-11-05 21:42:47,0
229,187,242.0,18.0,15.0,1.0,0.0,0.0,18.0,5.0,0,pro,CH,mobile,sport_bild,2025-11-05 21:42:30,2025-11-05 21:42:30,0
244,186,206.0,14.0,8.0,2.0,1.0,0.0,14.0,4.0,0,pro,UK,smart_tv,business_insider,2025-11-05 21:43:24,2025-11-05 21:43:24,0
240,186,166.0,10.0,7.0,1.0,1.0,0.0,10.0,4.0,0,premium,DE,tablet,sport_bild,2025-11-05 21:43:06,2025-11-05 21:43:06,0
243,186,112.0,8.0,6.0,1.0,0.0,1.0,8.0,4.0,1,pro,US,app,politico,2025-11-05 21:43:10,2025-11-05 21:43:10,0
239,186,140.0,10.0,2.0,3.0,0.0,1.0,10.0,4.0,1,premium,EU,app,politico,2025-11-05 21:43:17,2025-11-05 21:43:17,0
237,186,146.0,11.0,9.0,2.0,0.0,0.0,11.0,5.0,0,premium,DE,tablet,bild,2025-11-05 21:43:13,2025-11-05 21:43:13,0
238,186,18.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0,enterprise,AU,mobile,business_insider,2025-11-05 21:43:10,2025-11-05 21:43:10,0
242,186,225.0,17.0,13.0,1.0,1.0,1.0,17.0,5.0,1,premium,DE,tablet,welt,2025-11-05 21:43:15,2025-11-05 21:43:15,0
245,186,115.0,6.0,1.0,3.0,0.0,1.0,6.0,3.0,1,premium,DE,mobile,sport_bild,2025-11-05 21:43:30,2025-11-05 21:43:30,0
241,186,114.0,10.0,4.0,2.0,2.0,0.0,10.0,4.0,0,enterprise,EU,smart_tv,sport_bild,2025-11-05 21:43:11,2025-11-05 21:43:11,0
251,185,147.0,8.0,7.0,0.0,1.0,0.0,8.0,4.0,0,pro,DE,smart_tv,business_insider,2025-11-05 21:43:26,2025-11-05 21:43:26,0
252,185,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,free,US,desktop,business_insider,2025-11-05 21:43:43,2025-11-05 21:43:43,0
247,185,222.0,15.0,9.0,3.0,1.0,1.0,15.0,5.0,1,premium,CH,app,sport_bild,2025-11-05 21:43:37,2025-11-05 21:43:37,0
248,185,271.0,23.0,15.0,4.0,0.0,2.0,23.0,5.0,1,premium,EU,tablet,politico,2025-11-05 21:43:35,2025-11-05 21:43:35,0
253,185,248.0,16.0,11.0,3.0,1.0,0.0,16.0,5.0,0,premium,AT,desktop,sport_bild,2025-11-05 21:43:50,2025-11-05 21:43:50,0
249,185,159.0,12.0,10.0,2.0,0.0,0.0,12.0,4.0,0,free,AT,desktop,sport_bild,2025-11-05 21:43:22,2025-11-05 21:43:22,0
246,185,32.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0,premium,DE,desktop,business_insider,2025-11-05 21:43:21,2025-11-05 21:43:21,0
250,185,246.0,18.0,10.0,2.0,1.0,2.0,18.0,5.0,1,enterprise,DE,tablet,sport_bild,2025-11-05 21:43:46,2025-11-05 21:43:46,0
255,184,120.0,10.0,5.0,4.0,0.0,0.0,10.0,5.0,0,free,AT,desktop,sport_bild,2025-11-05 21:43:57,2025-11-05 21:43:57,0
259,184,167.0,18.0,14.0,1.0,2.0,0.0,18.0,5.0,0,premium,DE,app,bild,2025-11-05 21:43:47,2025-11-05 21:43:47,0
260,184,143.0,7.0,5.0,1.0,0.0,0.0,7.0,5.0,0,enterprise,CH,mobile,sport_bild,2025-11-05 21:44:05,2025-11-05 21:44:05,0
256,184,210.0,15.0,10.0,3.0,1.0,0.0,15.0,5.0,0,pro,EU,tablet,politico,2025-11-05 21:43:57,2025-11-05 21:43:57,0
257,184,130.0,13.0,8.0,3.0,1.0,0.0,13.0,5.0,0,enterprise,US,tablet,politico,2025-11-05 21:43:35,2025-11-05 21:43:35,0
258,184,225.0,15.0,10.0,2.0,1.0,0.0,15.0,5.0,0,pro,CH,app,bild,2025-11-05 21:44:01,2025-11-05 21:44:01,0
254,184,44.0,4.0,2.0,0.0,0.0,0.0,4.0,3.0,0,pro,DE,app,business_insider,2025-11-05 21:43:35,2025-11-05 21:43:35,0
268,183,96.0,7.0,5.0,0.0,1.0,0.0,7.0,3.0,0,free,US,mobile,welt,2025-11-05 21:44:14,2025-11-05 21:44:14,0
264,183,155.0,13.0,11.0,1.0,0.0,0.0,13.0,4.0,0,pro,US,smart_tv,business_insider,2025-11-05 21:44:09,2025-11-05 21:44:09,0
263,183,26.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0,premium,UK,tablet,business_insider,2025-11-05 21:44:14,2025-11-05 21:44:14,0
267,183,15.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,0,enterprise,UK,smart_tv,business_insider,2025-11-05 21:44:14,2025-11-05 21:44:14,0
266,183,22.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,0,pro,DE,app,bild,2025-11-05 21:44:19,2025-11-05 21:44:19,0
261,183,257.0,18.0,8.0,4.0,2.0,1.0,18.0,5.0,1,free,FR,desktop,business_insider,2025-11-05 21:43:52,2025-11-05 21:43:52,0
269,183,107.0,6.0,4.0,0.0,2.0,0.0,6.0,4.0,0,pro,US,tablet,politico,2025-11-05 21:43:59,2025-11-05 21:43:59,0
262,183,87.0,5.0,3.0,2.0,0.0,0.0,5.0,3.0,0,pro,DE,desktop,sport_bild,2025-11-05 21:44:05,2025-11-05 21:44:05,0
265,183,81.0,6.0,6.0,0.0,0.0,0.0,6.0,4.0,0,pro,US,app,business_insider,2025-11-05 21:43:52,2025-11-05 21:43:52,0
275,182,58.0,4.0,2.0,1.0,0.0,0.0,4.0,3.0,0,enterprise,CH,smart_tv,bild,2025-11-05 21:44:40,2025-11-05 21:44:40,0
276,182,255.0,15.0,10.0,5.0,0.0,0.0,15.0,5.0,0,free,DE,mobile,welt,2025-11-05 21:44:30,2025-11-05 21:44:30,0
272,182,206.0,13.0,9.0,1.0,1.0,0.0,13.0,5.0,0,enterprise,DE,app,bild,2025-11-05 21:44:23,2025-11-05 21:44:23,0
271,182,145.0,8.0,6.0,0.0,0.0,1.0,8.0,5.0,1,free,US,desktop,welt,2025-11-05 21:44:21,2025-11-05 21:44:21,0
270,182,192.0,13.0,8.0,0.0,0.0,0.0,13.0,4.0,0,free,US,desktop,business_insider,2025-11-05 21:44:25,2025-11-05 21:44:25,0
277,182,272.61538461538464,16.917582417582416,8.95054945054945,1.9945054945054945,0.0,0.0,16.917582417582416,4.983516483516484,0,premium,CH,app,welt,2025-11-05 21:44:46,2025-11-05 21:44:46,0
273,182,202.0,13.0,12.0,0.0,0.0,0.0,13.0,5.0,0,pro,US,tablet,politico,2025-11-05 21:44:35,2025-11-05 21:44:35,0
274,182,280.0,18.0,8.0,6.0,0.0,0.0,18.0,5.0,0,free,AT,tablet,welt,2025-11-05 21:44:21,2025-11-05 21:44:21,0
284,181,60.0,5.0,3.0,1.0,0.0,0.0,5.0,3.0,0,pro,AT,tablet,welt,2025-11-05 21:44:55,2025-11-05 21:44:55,0
279,181,164.0,14.0,8.0,4.0,0.0,0.0,14.0,5.0,0,free,AT,mobile,bild,2025-11-05 21:44:36,2025-11-05 21:44:36,0
280,181,39.0,3.0,0.0,2.0,1.0,0.0,3.0,3.0,0,premium,CH,desktop,welt,2025-11-05 21:44:28,2025-11-05 21:44:28,0
283,181,263.0,20.0,14.0,4.0,0.0,0.0,20.0,5.0,0,pro,AT,desktop,bild,2025-11-05 21:44:39,2025-11-05 21:44:39,0
282,181,249.0,19.0,10.0,4.0,2.0,0.0,19.0,5.0,0,pro,AT,tablet,sport_bild,2025-11-05 21:44:38,2025-11-05 21:44:38,0
281,181,236.0,18.0,11.0,3.0,1.0,1.0,18.0,5.0,1,premium,UK,mobile,business_insider,2025-11-05 21:44:45,2025-11-05 21:44:45,0
278,181,287.0,18.0,10.0,0.0,0.0,0.0,18.0,5.0,0,pro,UK,smart_tv,business_insider,2025-11-05 21:44:35,2025-11-05 21:44:35,0
290,180,69.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0,enterprise,EU,desktop,politico,2025-11-05 21:45:10,2025-11-05 21:45:10,0
289,180,246.0,17.0,10.0,5.0,0.0,1.0,17.0,5.0,1,enterprise,DE,desktop,business_insider,2025-11-05 21:44:49,2025-11-05 21:44:49,0
287,180,154.0,11.0,6.0,3.0,1.0,1.0,11.0,5.0,1,pro,US,app,business_insider,2025-11-05 21:44:56,2025-11-05 21:44:56,0
286,180,100.0,6.0,4.0,2.0,0.0,0.0,6.0,4.0,0,free,EU,smart_tv,politico,2025-11-05 21:44:41,2025-11-05 21:44:41,0
285,180,238.0,12.0,10.0,0.0,0.0,0.0,12.0,4.0,0,free,US,smart_tv,politico,2025-11-05 21:45:01,2025-11-05 21:45:01,0
292,180,224.0,16.0,8.0,3.0,1.0,0.0,16.0,5.0,0,premium,DE,tablet,bild,2025-11-05 21:45:18,2025-11-05 21:45:18,0
288,180,299.0,20.0,15.0,1.0,1.0,0.0,20.0,5.0,0,free,CH,mobile,sport_bild,2025-11-05 21:44:53,2025-11-05 21:44:53,0
291,180,177.0,16.0,10.0,1.0,0.0,1.0,16.0,5.0,1,pro,EU,mobile,politico,2025-11-05 21:45:11,2025-11-05 21:45:11,0
301,179,142.0,11.0,4.0,1.0,0.0,0.0,11.0,4.0,0,free,EU,desktop,politico,2025-11-05 21:45:37,2025-11-05 21:45:37,0
297,179,269.0,20.0,10.0,5.0,1.0,0.0,20.0,5.0,0,enterprise,US,app,welt,2025-11-05 21:45:22,2025-11-05 21:45:22,0
294,179,226.0,14.0,10.0,2.0,0.0,0.0,14.0,5.0,0,premium,CH,desktop,bild,2025-11-05 21:45:26,2025-11-05 21:45:26,0
293,179,179.0,12.0,7.0,3.0,0.0,1.0,12.0,5.0,1,free,US,smart_tv,welt,2025-11-05 21:45:17,2025-11-05 21:45:17,0
298,179,43.0,4.0,3.0,0.0,0.0,0.0,4.0,3.0,0,enterprise,US,mobile,welt,2025-11-05 21:45:29,2025-11-05 21:45:29,0
299,179,144.0,8.0,6.0,1.0,0.0,1.0,8.0,4.0,1,pro,US,tablet,welt,2025-11-05 21:45:41,2025-11-05 21:45:41,0
300,179,268.0,16.0,7.0,6.0,0.0,1.0,16.0,5.0,1,premium,CH,app,bild,2025-11-05 21:45:40,2025-11-05 21:45:40,0
295,179,30.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,0,enterprise,CH,desktop,welt,2025-11-05 21:45:27,2025-11-05 21:45:27,0
296,179,236.0,17.0,12.0,4.0,0.0,0.0,17.0,5.0,0,premium,EU,app,politico,2025-11-05 21:45:22,2025-11-05 21:45:22,0
302,178,285.0,20.0,10.0,2.0,1.0,0.0,20.0,5.0,0,premium,DE,tablet,bild,2025-11-05 21:45:35,2025-11-05 21:45:35,0
306,178,119.0,7.0,5.0,1.0,1.0,0.0,7.0,3.0,0,enterprise,AT,tablet,welt,2025-11-05 21:45:47,2025-11-05 21:45:47,0
310,178,272.0,19.0,11.0,3.0,2.0,2.0,19.0,5.0,1,free,AT,smart_tv,bild,2025-11-05 21:45:57,2025-11-05 21:45:57,0
309,178,208.0,12.0,6.0,2.0,1.0,0.0,12.0,5.0,0,enterprise,AT,desktop,welt,2025-11-05 21:45:46,2025-11-05 21:45:46,0
